Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%)
1737111285.1170707,75.1,2.4,44.9
1737111286.1171234,74.5,2.4,44.9
1737111287.1171575,75.3,2.4,44.9
1737111288.1172397,74.7,2.4,44.9
1737111289.117341,74.1,2.4,44.9
1737111290.1174765,74.6,2.4,44.9
1737111291.1175356,74.2,2.4,44.9
1737111292.1176143,75.1,2.4,44.9
1737111293.1177194,74.8,2.4,44.9
1737111294.1178763,74.7,2.4,44.9
1737111295.117916,75.2,2.4,44.9
1737111296.1180825,74.3,2.4,44.9
1737111297.1181045,75.1,2.4,44.9
1737111298.118199,73.8,2.4,44.9
1737111299.1182806,75.3,2.4,44.9
1737111300.1183295,73.6,2.4,44.9
1737111301.118516,75.2,2.4,44.9
1737111302.118756,74.8,2.4,44.9
1737111303.1188762,73.8,2.4,44.9
1737111304.1190789,75.2,2.4,44.9
1737111305.1192327,74.8,2.4,44.9
1737111306.1193419,74.6,2.4,44.9
1737111307.1194384,75.2,2.4,44.9
1737111308.11959,75.4,2.4,44.9
1737111309.119678,75.6,2.4,44.9
1737111310.1199286,75.1,2.4,44.9
1737111311.1198933,74.8,2.4,44.9
1737111312.1200004,74.3,2.4,44.9
1737111313.120127,75.2,2.4,44.9
1737111314.120233,75.1,2.4,44.9
1737111315.1204185,73.4,2.4,44.9
1737111316.1205237,75.4,2.4,44.9
1737111317.1206517,74.6,2.4,44.9
1737111318.1207757,74.9,2.4,44.9
1737111319.120863,74.9,2.4,44.9
1737111320.120909,74.6,2.4,44.9
1737111321.1210356,74.4,2.4,44.9
1737111322.1212437,74.1,2.4,44.9
1737111323.121271,75.6,2.4,44.9
1737111324.1213791,74.3,2.4,44.9
1737111325.1214278,74.6,2.4,44.9
1737111326.1215203,74.4,2.4,44.9
1737111327.121561,74.1,2.4,44.9
1737111328.1217084,74.1,2.4,44.9
1737111329.121836,75.0,2.4,44.9
1737111330.1220026,74.7,2.4,44.9
1737111331.1221,73.7,2.4,44.9
1737111332.1222396,75.3,2.4,44.9
1737111333.1225905,74.8,2.4,44.9
1737111334.1226814,75.0,2.4,44.9
1737111335.1227653,75.4,2.4,44.9
1737111336.1228738,74.4,2.4,44.9
1737111337.1230683,75.2,2.4,44.9
1737111338.123146,74.3,2.4,44.9
1737111339.1232567,75.5,2.4,44.9
1737111340.1233454,74.8,2.4,44.9
1737111341.1235719,75.1,2.4,44.9
1737111342.1236627,74.6,2.4,44.9
1737111343.1237805,75.4,2.4,44.9
1737111344.1237855,75.2,2.4,44.9
1737111345.1239212,73.9,2.4,44.9
1737111346.1240761,75.1,2.4,44.9
1737111347.1252458,75.1,2.4,44.9
1737111348.1253827,74.2,2.4,44.9
1737111349.1255965,75.4,2.4,44.9
1737111350.1255987,74.2,2.4,44.9
1737111351.1256804,74.6,2.4,44.9
1737111352.125825,74.9,2.4,44.9
1737111353.1258242,74.7,2.4,44.9
1737111354.1260347,74.6,2.4,44.9
