Timestamp          ,CPU Usage (%) ,Memory Usage (%) ,Disk Usage (%)
1737024878.8686926 ,        100.0 ,             3.2 ,          47.0
1737024880.8693047 ,        100.0 ,             3.2 ,          47.0
1737024882.869866  ,         99.7 ,             3.2 ,          47.0
1737024884.8704624 ,        100.0 ,             3.2 ,          47.0
1737024886.871096  ,         99.8 ,             3.2 ,          47.0
1737024888.8716996 ,         99.8 ,             3.2 ,          47.0
1737024890.8722599 ,        100.0 ,             3.2 ,          47.0
1737024892.8728402 ,         99.8 ,             3.2 ,          47.0
1737024894.873421  ,         99.8 ,             3.2 ,          47.0
1737024896.87397   ,        100.0 ,             3.2 ,          47.0
1737024898.87454   ,        100.0 ,             3.2 ,          47.0
1737024900.8751147 ,         99.7 ,             3.2 ,          47.0
1737024902.8756824 ,         99.7 ,             3.2 ,          47.0
1737024904.8762379 ,         99.5 ,             3.2 ,          47.0
1737024906.8770022 ,         99.5 ,             3.2 ,          47.0
1737024908.877559  ,        100.0 ,             3.2 ,          47.0
1737024910.8781245 ,        100.0 ,             3.2 ,          47.0
1737024912.8787205 ,         99.8 ,             3.2 ,          47.0
1737024914.8792713 ,        100.0 ,             3.2 ,          47.0
1737024916.8798256 ,        100.0 ,             3.2 ,          47.0
1737024918.8804085 ,        100.0 ,             3.2 ,          47.0
1737024920.8809798 ,         99.7 ,             3.2 ,          47.0
1737024922.8815491 ,         99.8 ,             3.2 ,          47.0
1737024924.882137  ,        100.0 ,             3.2 ,          47.0
1737024926.8827586 ,         99.7 ,             3.2 ,          47.0
1737024928.8832939 ,         99.8 ,             3.2 ,          47.0
1737024930.883892  ,         99.7 ,             3.2 ,          47.0
1737024932.8844373 ,        100.0 ,             3.2 ,          47.0
1737024934.884998  ,         99.8 ,             3.2 ,          47.0
1737024936.8855598 ,         99.8 ,             3.2 ,          47.0
1737024938.886135  ,         99.5 ,             3.2 ,          47.0
1737024940.8867228 ,        100.0 ,             3.2 ,          47.0
1737024942.8872643 ,         99.8 ,             3.2 ,          47.0
1737024944.8878698 ,         99.5 ,             3.2 ,          47.0
1737024946.8884447 ,        100.0 ,             3.2 ,          47.0
1737024948.8890028 ,         99.7 ,             3.2 ,          47.0
1737024950.8895905 ,        100.0 ,             3.2 ,          47.0
1737024952.8901234 ,        100.0 ,             3.2 ,          47.0
1737024954.8906827 ,         99.5 ,             3.2 ,          47.0
1737024956.8912337 ,         98.7 ,             3.2 ,          47.0
1737024958.891797  ,         99.8 ,             3.2 ,          47.0
1737024960.892357  ,         99.0 ,             3.2 ,          47.0
1737024962.8929145 ,        100.0 ,             3.2 ,          47.0
1737024964.893476  ,        100.0 ,             3.2 ,          47.0
1737024966.894043  ,         99.8 ,             3.2 ,          47.0
1737024968.8946264 ,         99.8 ,             3.2 ,          47.0
1737024970.8951967 ,        100.0 ,             3.2 ,          47.0
1737024972.895723  ,        100.0 ,             3.2 ,          47.0
1737024974.8962913 ,        100.0 ,             3.2 ,          47.0
1737024976.8969007 ,         99.3 ,             3.2 ,          47.0
1737024978.8974845 ,         99.5 ,             3.2 ,          47.0
1737024980.8980613 ,         99.8 ,             3.2 ,          47.0
1737024982.8986375 ,        100.0 ,             3.2 ,          47.0
1737024984.8991778 ,         99.7 ,             3.2 ,          47.0
1737024986.899733  ,         99.8 ,             3.2 ,          47.0
1737024988.9002693 ,        100.0 ,             3.2 ,          47.0
1737024990.900837  ,         99.8 ,             3.2 ,          47.0
1737024992.9013686 ,        100.0 ,             3.2 ,          47.0
1737024994.9019372 ,        100.0 ,             3.2 ,          47.0
1737024996.9024775 ,         99.7 ,             3.2 ,          47.0
1737024998.9030645 ,         99.8 ,             3.2 ,          47.0
1737025000.9036193 ,         99.8 ,             3.2 ,          47.0
1737025002.9041593 ,         99.8 ,             3.2 ,          47.0
1737025004.9047117 ,         99.7 ,             3.2 ,          47.0
1737025006.9052622 ,        100.0 ,             3.2 ,          47.0
1737025008.9058306 ,         99.8 ,             3.2 ,          47.0
1737025010.9064019 ,         99.5 ,             3.2 ,          47.0
1737025012.9069767 ,         99.5 ,             3.2 ,          47.0
1737025014.9075372 ,        100.0 ,             3.2 ,          47.0
1737025016.9080899 ,         99.7 ,             3.2 ,          47.0
1737025018.908656  ,         99.7 ,             3.2 ,          47.0
1737025020.9092157 ,         99.5 ,             3.2 ,          47.0
1737025022.909776  ,        100.0 ,             3.2 ,          47.0
1737025024.9103677 ,        100.0 ,             3.2 ,          47.0
1737025026.9109313 ,         99.3 ,             3.2 ,          47.0
1737025028.9114797 ,        100.0 ,             3.2 ,          47.0
1737025030.912005  ,         99.5 ,             3.2 ,          47.0
1737025032.9125583 ,        100.0 ,             3.2 ,          47.0
1737025034.9131107 ,        100.0 ,             3.2 ,          47.0
1737025036.9137084 ,        100.0 ,             3.2 ,          47.0
1737025038.9142637 ,        100.0 ,             3.2 ,          47.0
1737025040.9148364 ,        100.0 ,             3.2 ,          47.0
1737025042.915437  ,         99.7 ,             3.2 ,          47.0
1737025044.9159873 ,        100.0 ,             3.2 ,          47.0
1737025046.916536  ,         99.8 ,             3.2 ,          47.0
1737025048.9170814 ,         99.2 ,             3.2 ,          47.0
1737025050.9176395 ,         99.2 ,             3.2 ,          47.0
1737025052.918188  ,         99.8 ,             3.2 ,          47.0
1737025054.9187405 ,         99.7 ,             3.2 ,          47.0
1737025056.919289  ,        100.0 ,             3.2 ,          47.0
1737025058.919936  ,         99.7 ,             3.2 ,          47.0
